title,category,secondary_category,source,rule_id,confidence,original_category,needs_review,review_notes,notes,is_health,uc_cto,uc_cto_name,uc_academic_group,family,level,successor_title,next_title,n_all,n_2025,n_2020,n_2010,first_year,last_year,avg_gross_all,avg_gross_2025
OPERATING ROOM AST PD,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,OPERATING ROOM,0,,,19,0,0,0,2012,2015,19617.0,
"PERFUSIONIST, SR",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PERFUSIONIST,2,PERFUSIONIST SR,,19,0,0,8,2010,2011,146589.0,
"PHARMACY TECHNICIAN I, P.D.",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHARMACY TCHN,1,PHARMACY TCHN 1 PD,,19,0,0,6,2010,2011,12336.0,
"PHOTOGRAPHER, PRIN",Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,PHOTOGRAPHER,3,PHOTOGRAPHER PRN,,19,0,0,10,2010,2011,45857.0,
PHYSCN SHS MGR 3,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,Staff,,,,Y,,,,PHYSCN SHS MGR,3,,,19,3,2,0,2017,2025,268901.0,311640.0
PHYSICIAN-ONCALL,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,PHYSICIAN (ON CALL),1,PHYSICIAN (ON CALL),,19,0,0,0,2018,2019,16988.0,
PLANNING MGR 3,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,PLNG MGR,3,PLNG MGR 3,,19,0,0,0,2012,2015,142068.0,
PLANNING SPEC 4,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLANNING SPEC,4,,,19,0,0,0,2012,2015,91156.0,
PLATFORM OPR 2,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,PLATFORM OPR,2,,,19,0,3,0,2017,2023,45430.0,
PLNG SUPV 2,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLNG SUPV,2,,,19,1,2,0,2018,2025,121985.0,89503.0
POLICE LIEUTENANT,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-SUPV,high,,,,,N,,,,POLICE LIEUTENANT,1,,,19,0,0,2,2010,2015,121097.0,
PROCUREMENT MGR 4,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,Staff,,,,N,,,,PROCUREMENT MGR,4,,,19,2,2,0,2016,2025,268463.0,331054.0
RECR THER 1 NEX,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,RECR THER,1,,,19,1,2,0,2016,2025,54268.0,29406.0
"RESIDENT, HEAD",Staff - Professional & Supervisory,General / Unclassified staff,claude,P-ROLE,low,,,,,N,,,,"RESIDENT, HEAD",3,,,19,0,0,6,2010,2011,1941.0,
"SEAMAN, ORDINARY",Staff - Support & Operations,Research Support (staff),claude,O-ROLE,high,,,,,N,,,,ORDINARY SEAMAN,1,ORDINARY SEAMAN,,19,0,0,13,2010,2011,16968.0,
SHEETMETAL MECHANIC/MACHINIST,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,SHEETMETAL MECH,1,SHEETMETAL MECH,,19,0,0,9,2010,2011,61455.0,
"SPECIALIST, PARALEGAL, SR.",Staff - Professional & Supervisory,Legal & Compliance,claude,P-ROLE,high,,,,,N,,,,PARALEGAL SPEC,2,PARALEGAL SPEC SR,,19,0,0,8,2010,2011,60514.0,
SPIRITUAL CARE HC MGR 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,SPIRITUAL CARE HC MGR,1,,,19,4,1,0,2017,2025,150881.0,152515.0
"STORES WORKER, MC",Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,MED CTR STORES WORKER,1,MED CTR STORES WORKER,,19,0,0,10,2010,2011,36748.0,
SUPVNG COMM HEALTH PROG MGR,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,CMTY HEALTH PRG MGR SUPV,1,CMTY HEALTH PRG MGR SUPV,,19,0,0,9,2010,2011,72698.0,
"TECHNICIAN, REPROGRAPHICS,LEAD",Staff - Support & Operations,"Development, Communications & Events",claude,O-ROLE,high,,,,,N,,,,REPROGRAPHICS TCHN,3,REPROGRAPHICS TCHN LD,,19,0,0,10,2010,2011,42798.0,
"TECHNOLOGIST, CT, LEAD",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'CT TCHNO LD' (H02),Y,,,,CT TCHNO,3,CT TCHNO LD,,19,0,0,9,2010,2011,106855.0,
"TECHNOLOGIST, MRI, PER DIEM",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MRI TCHNO PD' (H02),Y,,,,MRI TCHNO,1,MRI TCHNO PD,,19,0,0,9,2010,2011,44109.0,
"THERAPIST, OCCUPATIONAL I",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,OCCUPATIONAL THER,1,OCCUPATIONAL THER 1,"THERAPIST, OCCUPATIONAL II",19,0,0,12,2010,2011,50668.0,
"THERAPIST, PHYSICAL IV",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHYS THER,4,PHYS THER 4,,19,0,0,10,2010,2011,99038.0,
VC BUS ADMST,Senior Management Group,Vice Chancellor,claude,S05,high,,,,,N,,,,VC BUS ADMSTN,1,VC BUS ADMSTN,,19,0,0,0,2013,2015,265366.0,
VTG PROF OF LAW,Non-Senate Faculty,Visiting Professor,claude,F09,high,Non-Senate,,,,N,,,,VTG PROF OF LAW,1,,,19,0,2,0,2018,2020,33335.0,
ACCOUNTING MGR 3 HC,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,ACCOUNTING MGR,3,,,18,5,0,0,2022,2025,278845.0,230311.0
ACCOUNTING MGR 4,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,Staff,,,,N,,,,ACCOUNTING MGR,4,,,18,2,1,0,2012,2025,262582.0,313464.0
ADMIN ANL AST SUPV,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ADMIN OFCR,2,ADMIN OFCR 2,,18,0,0,0,2012,2016,46700.0,
ADMIN STIPEND NEX,Other / Uncategorized,Supplemental pay code,claude,Z03,high,,,,"CTO 999: pay codes, not jobs. Exclude from headcounts.",N,,,,ADMIN STIPEND,1,,,18,0,0,0,2012,2018,965.0,
ADMINISTRATIVE SPECIALIST,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ADMINISTRATIVE SPECIALIST,1,,,18,4,2,0,2020,2025,59841.0,75114.0
APPLICATIONS PROGRAMMER 1,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,APPLICATIONS PROGRAMMER,1,,,18,0,0,10,2010,2011,24527.0,
ARCHITECT SR SUPV,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,ARCHITECT SR SUPV,1,,,18,0,0,0,2012,2017,98691.0,
"ARCHITECT, SR",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,ARCHITECT,2,ARCHITECT SR,,18,0,0,9,2010,2011,94067.0,
ASSO V CHAN (FUNCTL AREA)-EXEC,Senior Management Group,Associate / Assistant Vice Chancellor or Vice President,claude,S03,medium,,,,Campus AVC/AVPs are often MSP rather than SMG; UCOP Associate VPs are usually SMG. Split on secondary if needed.,N,,,,ASSO V CHAN (FUNCTL AREA)-EXEC,1,,,18,0,0,11,2010,2013,253746.0,
ASSOC ADJ PROF-SFT-VM,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,Research,Y,,,N,335,ADJUNCT PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,ADJ PROF-SFT-VM,2,,,18,1,2,0,2016,2025,123336.0,101150.0
ASSOC LIBRARIAN-POTLCAR NONREP,Other Academic,Librarian,claude,A01,high,,,,,N,,,,LIBRARIAN-POTLCAR,2,,,18,3,0,0,2021,2025,83936.0,90916.0
ASST ADJUNCT PROF-ACAD YR-1/9,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,,,,,N,,,,ADJ PROF-AY-1/9,1,ASST ADJ PROF-AY-1/9,,18,0,0,8,2010,2011,19674.0,
ASST PROF-FY-B/E/E,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,N,011,PROFESSORIAL-NON-TENURE,Faculty - Ladder-rank and Equivalent,PROF-FY-B/E/E,2,ASSOC PROF-FY-B/E/E,,18,0,0,0,2012,2015,119171.0,
AV IT ENGR 4 TX,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,AV IT ENGR,4,,,18,18,0,0,2025,2025,114192.0,114192.0
BENEFITS PRG STRAT MGR 4,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,Staff,,,,N,,,,BENEFITS PRG STRAT MGR,4,,,18,1,2,0,2013,2025,224463.0,311492.0
BROADCAST COMM SPEC 3 TX,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,BROADCAST COMM SPEC,3,,,18,18,0,0,2025,2025,91234.0,91234.0
BUILDING MAINTENANCE SUPVR,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,BLDG MAINT SUPV,1,BLDG MAINT SUPV,,18,0,0,8,2010,2011,46773.0,
CHILD LIFE SUPV 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,CHILD LIFE SUPV,2,,,18,3,2,0,2017,2025,117913.0,124781.0
CLIN REGIS ANL 4,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Med Center,,,,Y,,,,CLIN REGIS ANL,4,,,18,3,2,0,2017,2025,104944.0,127604.0
CMTY SVC CASE MGR AST,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Staff,,,,Y,,,,CMTY SVC CASE MGR,0,,,18,0,4,0,2017,2022,36329.0,
CNSLNG PSYCH MGR 1,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,BEH HEALTH CNSLNG MGR,1,BEH HEALTH CNSLNG MGR 1,,18,0,0,0,2017,2018,120634.0,
"COMM HEALTH PROG REP, SR-SUPV",Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-SUPV,high,,,,,N,,,,CMTY HEALTH PRG REPR SR SUPV,1,CMTY HEALTH PRG REPR SR SUPV,,18,0,0,11,2010,2011,44064.0,
COMPUTER LAB ASSISTANT,Staff - Support & Operations,Information Technology,claude,O-ROLE,high,,,,,N,,,,COMPUTER LAB ASSISTANT,1,,,18,2,2,0,2020,2025,3636.0,4361.0
CONST PROJECT MGR PRN,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,CONST PROJECT MGR,3,,,18,0,2,0,2012,2020,79262.0,
COORD FLD WK-FY-CONTINUING,Lecturers (Unit 18),Instructional Assistant (Supv Teacher Ed / Field Work / Summer Session),claude,L08,high,Unit 18,,,CTO 357; covered by the UC-AFT Unit 18 MOU,N,357,INSTRUCTIONAL ASSISTANT,Faculty - Lecturers,COORD FLD WK-FY-CONTINUING,1,,,18,2,2,0,2014,2025,165399.0,226484.0
"COORDINATOR, MED OFF SRVC, I",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MED OFC SVC CRD 1' (H02),Y,,,,MED OFC SVC CRD,1,MED OFC SVC CRD 1,,18,0,0,10,2010,2011,36136.0,
CYTO TCHNO SUPV,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,CYTO TCHNO SUPV,1,,,18,0,0,0,2012,2018,105533.0,
Converted Title,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,CONVERTED TITLE,1,,,18,0,0,0,2018,2019,3060.0,
DATA SYS MGR 4,Staff - Management,Information Technology,claude,M-ROLE,high,,,,,N,,,,DATA SYS MGR,4,,,18,3,2,0,2015,2025,348508.0,390696.0
DATABASE ADMINISTRATOR 3,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,DATABASE ADM,3,DATABASE ADM 3,,18,0,0,9,2010,2011,68524.0,
DIETITIAN PRN,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,DIETITIAN HC SPEC,4,DIETITIAN HC SPEC 4,,18,0,0,0,2012,2018,72781.0,
EDUC FAC PLNR PRN,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLNG SPEC,4,PLNG SPEC 4,,18,0,4,0,2016,2020,117567.0,
EH&S SPECIALIST 4,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,EHS SPEC,4,EHS SPEC 4,,18,0,0,9,2010,2011,77974.0,
"EMPLOYMENT REPRESENTATIVE, SR",Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,EMPLOYMENT REPR,2,EMPLOYMENT REPR SR,,18,0,0,8,2010,2011,44142.0,
"ENGINEER, ASST, THIRD",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,THIRD ENGR,0,THIRD ENGR AST,,18,0,0,8,2010,2011,24729.0,
EQUIP OPS ENGR,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,Staff,,,,N,,,,EQUIP OPS ENGR,1,,,18,4,2,0,2016,2025,103617.0,90887.0
EXTERNAL REL MGR 1,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,ALUMNI EXTERNAL REL MGR,1,ALUMNI EXTERNAL REL MGR 1,,18,0,0,0,2012,2015,99534.0,
EXTERNAL RELATIONS SPEC 5,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,EXTERNAL REL SPEC,5,EXTERNAL REL SPEC 5,,18,0,0,8,2010,2011,90075.0,
FIRE CAPTAIN - 56 HRS,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-SUPV,high,,,,,N,,,,FIRE CAPTAIN 56 HRS,1,FIRE CAPTAIN 56 HRS,,18,0,0,9,2010,2011,110972.0,
FIXED INCOME INV OFCR,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,FIXED INCOME INV OFCR,1,,,18,0,1,0,2013,2020,245508.0,
FUNDRAISING MANAGER 2,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,FUNDRAISING MGR,2,FUNDRAISING MGR 2,,18,0,0,9,2010,2011,123747.0,
HEALTH INFO MGT SUPV 2,Health Care (Med Center & Clinical),Health IT & Informatics,claude,H02,high,Med Center,,,,Y,,,,HEALTH INFO MGT SUPV,2,,,18,1,4,0,2017,2025,76579.0,115642.0
HS CLIN PROF-MEDCOMP-A,Non-Senate Faculty,Health Sciences Clinical Professor / Instructor,claude,F05,high,,,,,Y,,,,HS CLIN PROF-MEDCOMP-A,3,,,18,0,0,18,2010,2010,131570.0,
INFECTION PREVENTION MGR 2,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Staff,,,,Y,,,,INFECTION PREVENTION MGR,2,,,18,2,2,0,2017,2025,203237.0,156060.0
IRRIGATION SUPV,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,IRRIGATION SUPV,1,,,18,0,2,0,2012,2020,64534.0,
LEAD MRI TECHNOLOGIST,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MRI TCHNO LD' (H02),Y,,,,MRI TCHNO,3,MRI TCHNO LD,,18,0,0,9,2010,2011,98811.0,
MAIL PROCESSOR SR SUPV,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,MAIL PROCESSOR SR SUPV,1,,,18,0,0,0,2012,2016,49617.0,
MARKETING SPEC 4 GF,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,MARKETING SPEC,4,,,18,0,1,0,2016,2023,95362.0,
MED CTR ENVIR SVC MGR 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,MED CTR ENVIR SVC MGR,1,,,18,0,0,0,2012,2015,43741.0,
"MUSEUM PREPARATOR, SR",Staff - Support & Operations,Library & Museum Staff,claude,O-ROLE,medium,,,,,N,,,,MUSEUM PREPARATOR,2,,,18,0,0,9,2010,2011,17431.0,
NURSE PRACT SHS SUPV 2,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,Med Center,,,,Y,,,,NURSE PRACT SHS SUPV,2,,,18,2,2,0,2017,2025,173062.0,227098.0
"OPER ENGINEER, HEAVY EQUIPMENT",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,HVY EQUIP OPERATING ENGR,1,HVY EQUIP OPERATING ENGR,,18,0,0,9,2010,2011,51092.0,
"OPR, CENTRAL UTILITY PLANT",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,CTRL UTILITY PLT OPR,1,CTRL UTILITY PLT OPR,,18,0,0,8,2010,2011,62777.0,
PERFUSIONIST PRN,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PERFUSIONIST,3,,,18,0,0,0,2012,2016,153058.0,
PERFUSIONIST PRN EX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PERFUSIONIST,3,,,18,2,2,0,2017,2025,198337.0,183587.0
PHARMACY MGR 4,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,PHARMACY MGR,4,,,18,4,1,0,2020,2025,332411.0,402270.0
PHYS THER 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHYS THER,2,PHYS THER 2 NEX,,18,0,0,0,2012,2014,55388.0,
PHYSICAL THERAPY ASSISTANT III,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHYS THER AST,3,PHYS THER AST 3,,18,0,0,8,2010,2011,64461.0,
PLUMBER SPEC,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLUMBER SPEC,1,,,18,3,3,0,2020,2025,113618.0,119078.0
PROFESSOR-MEDCOMP-A,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,Y,,,,PROFESSOR-MEDCOMP-A,3,,,18,0,0,18,2010,2010,173139.0,
PROGRAM REPRESENTATIVE II-SUP,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,PRG REPR SUPV,2,PRG REPR 2 SUPV,,18,0,0,10,2010,2011,48398.0,
PUBL EDUC SPEC 3 GF,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,PUBL EDUC SPEC,3,,,18,2,2,0,2017,2025,23214.0,18459.0
PUBL SAFETY DISPATCHER SUPV,Staff - Support & Operations,"Police, Security & Safety",claude,P01,high,,,,,N,,,,PUBL SFTY DISPATCHER SUPV,1,PUBL SFTY DISPATCHER SUPV,,18,0,0,0,2012,2015,79568.0,
PUBL SFTY DISPATCHER AST,Staff - Support & Operations,"Police, Security & Safety",claude,P01,high,,,,,N,,,,PUBL SFTY DISPATCHER,0,,,18,0,0,0,2016,2019,42076.0,
PULMONARY TECHNICIAN I,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,PULMONARY TCHN,1,PULMONARY TCHN 1,,18,0,0,9,2010,2011,64659.0,
QLTY IMPV HC SPEC 2 HX,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,QLTY IMPV HC SPEC,2,,,18,18,0,0,2025,2025,93179.0,93179.0
QLTY IMPV HC SPEC 3 GF,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,QLTY IMPV HC SPEC,3,,,18,0,1,0,2016,2024,139901.0,
RECALLED PROFESSOR OF LAW,Senate Faculty,Recall (retired faculty),claude,F03,high,Senate,,,,N,,,,RECALLED PROFESSOR OF LAW,1,,,18,3,3,0,2020,2025,15237.0,32612.0
REGL POLICY AND INTEL PROFL 3,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,REGL POLICY AND INTEL PROFL,3,,REGL POLICY AND INTEL PROFL 4,18,1,2,0,2013,2025,71158.0,101624.0
RESIDENTIAL SVC MECH LD,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,RESIDENTIAL SVC MECH LD,3,,,18,3,2,0,2019,2025,101537.0,132116.0
RSCH AND DEV ENGR 5 TX,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,,,,,N,,,,RSCH AND DEV ENGR,5,,,18,18,0,0,2025,2025,127105.0,127105.0
RSCH CMPLNC ANL 4 GF,Staff - Professional & Supervisory,Legal & Compliance,claude,P-ROLE,high,,,,,N,,,,RSCH CMPLNC ANL,4,,,18,2,0,0,2016,2025,109718.0,143330.0
SOCIAL WORK SHS MGR 1,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,SOCIAL WORK SHS MGR,1,,,18,2,1,0,2017,2025,118904.0,137930.0
STDT ACAD SPEC 1,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,STDT ACAD SPEC,1,,,18,4,0,0,2021,2025,24365.0,26079.0
STEAM OPS ENGR APPR,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,STEAM OPS ENGR APPR,1,,,18,2,0,0,2016,2025,85825.0,130779.0
"TECHNICIAN, SCENE, ASST",Staff - Support & Operations,"Development, Communications & Events",claude,O-ROLE,high,,,,,N,,,,"TECHNICIAN, SCENE",0,,,18,0,0,9,2010,2011,3545.0,
TECHNOLOGY SUPPORT ANALYST II,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,TECHNOLOGY SUPP ANL,2,TECHNOLOGY SUPP ANL 2,,18,0,0,9,2010,2011,64028.0,
TECHNOLOGY TRANSFER OFCR 2,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,TECH TRANSFER OFCR,2,TECH TRANSFER OFCR 2,,18,0,0,0,2012,2015,113502.0,
UNIV PROF,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,N,010,PROFESSORIAL-TENURE,Faculty - Ladder-rank and Equivalent,UNIV PROF,1,,,18,1,0,0,2012,2025,293934.0,945562.0
VC INCLUSIVE EXCELLENCE,Senior Management Group,Vice Chancellor,claude,S05,high,,,,,N,,,,VC INCLUSIVE EXCELLENCE,1,,,18,9,0,0,2024,2025,342407.0,334503.0
VIS SPECIALIST,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,VIS SPECIALIST,3,,,18,3,0,0,2021,2025,18454.0,43904.0
ABSOLUTE RETURNS INV DIR,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,Staff,,,,N,,,,ABSOLUTE RETURNS INV DIR,1,,,17,3,2,0,2016,2025,361740.0,335073.0
ACCELERATOR OPR PRN,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,ACCELERATOR OPR,3,,,17,0,2,0,2012,2023,78911.0,
ACCOUNTANT,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,ACCOUNTANT,1,,,17,3,1,0,2020,2025,57816.0,52338.0
AEROSPACE ENGINEER 2,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,AEROSPACE ENGR,2,AEROSPACE ENGR 2,,17,0,0,8,2010,2011,68029.0,
AEROSPACE ENGR 2 RP,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,AEROSPACE ENGR,2,,,17,17,0,0,2025,2025,113077.0,113077.0
AEROSPACE MGR 1,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,AEROSPACE MGR,1,,,17,7,0,0,2023,2025,210931.0,230771.0
"ANALYST, PERSONNEL, PR I - SUP",Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,PERSONNEL ANL PRN SUPV,1,PERSONNEL ANL PRN 1 SUPV,,17,0,0,10,2010,2011,75698.0,
ANESTHESIA TCHN 3 PD,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,ANESTHESIA TCHN,3,,,17,1,0,0,2012,2025,46671.0,38149.0
ARTS AND LECTURES SUPV,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-SUPV,high,,,,,N,,,,ARTS AND LECTURES SUPV,1,,,17,0,2,0,2012,2020,55638.0,
"ASSISTANT, MEDICAL, PER DIEM",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,MED,0,MED AST PD,,17,0,0,8,2010,2011,19853.0,
ASSOC DIR (PROF),Staff - Management,Director / Associate / Assistant Director (staff),claude,M02,high,,,,,N,,,,ASSOC DIR (PROF),1,,,17,0,0,0,2018,2019,71141.0,
ASSOCIATE LAW LIBRARIAN,Other Academic,Librarian,claude,A01,high,Senate,Y,,,N,,,,LAW LIBRARIAN,2,,,17,1,2,3,2010,2025,115154.0,134131.0
ATH MGR 4 PAC12,Athletics,"Athletics Staff (trainers, managers, professionals)",claude,T04,high,Athletics,,,,N,,,,ATH MGR,4,,,17,0,3,0,2016,2024,973123.0,
AUDIOLOGIST,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,AUDIOLOGIST,1,,,17,0,0,9,2010,2012,41023.0,
